id	cluster_id	cluster_name	select	label
A0AB39ZUI1	2	U-02	suzukii	D. suzukii
A0AB39ZUJ8	2	U-02	suzukii	D. suzukii
A0AB39ZUK4	1	U-01	suzukii	D. suzukii
A0AB39ZUK6	1	U-01	suzukii	D. suzukii
A0AB39ZUL2	1	U-01	suzukii	D. suzukii
A0AB39ZUL4	3	U-03	suzukii	D. suzukii
A0AB39ZUL5	0	unassigned	suzukii	D. suzukii
A0AB40A5U9	1	U-01	suzukii	D. suzukii
A0AB40A5V4	1	U-01	suzukii	D. suzukii
A0AB40A5V5	1	U-01	suzukii	D. suzukii
A0AB40A5W2	0	unassigned	suzukii	D. suzukii
A0AB40A5X3	0	unassigned	suzukii	D. suzukii
A0AB40A5X7	1	U-01	suzukii	D. suzukii
A0AB40A5Y0	1	U-01	suzukii	D. suzukii
A0AB40A5Y5	1	U-01	suzukii	D. suzukii
A0AB40A5Z2	2	U-02	suzukii	D. suzukii
A0AB40A606	0	unassigned	suzukii	D. suzukii
A0AB40A613	1	U-01	suzukii	D. suzukii
A0AB40A614	3	U-03	suzukii	D. suzukii
A0AB40A631	0	unassigned	suzukii	D. suzukii
A0AB39Z9S0	0	unassigned	suzukii	D. suzukii
A0AB39Z9S4	1	U-01	suzukii	D. suzukii
A0AB39Z9S9	1	U-01	suzukii	D. suzukii
A0AB39Z9T4	3	U-03	suzukii	D. suzukii
A0AB39Z9T5	0	unassigned	suzukii	D. suzukii
A0AB39Z9T7	1	U-01	suzukii	D. suzukii
A0AB39Z9U2	1	U-01	suzukii	D. suzukii
A0AB39Z9U5	1	U-01	suzukii	D. suzukii
A0AB39Z9U6	2	U-02	suzukii	D. suzukii
A0AB39Z9U7	1	U-01	suzukii	D. suzukii
A0AB39Z9U8	2	U-02	suzukii	D. suzukii
A0AB39Z9U9	2	U-02	suzukii	D. suzukii
A0AB39Z9V0	0	unassigned	suzukii	D. suzukii
A0AB39Z9V1	0	unassigned	suzukii	D. suzukii
A0AB39Z9V5	1	U-01	suzukii	D. suzukii
A0AB39Z9W3	3	U-03	suzukii	D. suzukii
A0AB39Z9W6	0	unassigned	suzukii	D. suzukii
A0AB39Z9W8	1	U-01	suzukii	D. suzukii
A0AB39Z9W9	1	U-01	suzukii	D. suzukii
A0AB39Z9X3	1	U-01	suzukii	D. suzukii
A0AB39Z9X5	1	U-01	suzukii	D. suzukii
A0AB39Z9Y1	0	unassigned	suzukii	D. suzukii
A0AB39Z9Y2	0	unassigned	suzukii	D. suzukii
A0AB39Z9Y7	1	U-01	suzukii	D. suzukii
A0AB39Z9Z1	1	U-01	suzukii	D. suzukii
A0AB39Z9Z3	3	U-03	suzukii	D. suzukii
A0AB39Z9Z7	1	U-01	suzukii	D. suzukii
A0AB39Z9Z8	3	U-03	suzukii	D. suzukii
A0AB39Z9Z9	2	U-02	suzukii	D. suzukii
A0AB39ZA02	1	U-01	suzukii	D. suzukii
A0AB39ZA10	1	U-01	suzukii	D. suzukii
A0AB39ZA12	1	U-01	suzukii	D. suzukii
A0AB39ZA13	1	U-01	suzukii	D. suzukii
A0AB39ZA14	0	unassigned	suzukii	D. suzukii
A0AB39ZA19	2	U-02	suzukii	D. suzukii
A0AB39ZA20	1	U-01	suzukii	D. suzukii
A0AB39ZA22	1	U-01	suzukii	D. suzukii
A0AB39ZA25	2	U-02	suzukii	D. suzukii
A0AB39ZA28	1	U-01	suzukii	D. suzukii
A0AB39ZA29	2	U-02	suzukii	D. suzukii
A0AB39ZA33	1	U-01	suzukii	D. suzukii
A0AB39ZA38	2	U-02	suzukii	D. suzukii
A0AB39ZA39	1	U-01	suzukii	D. suzukii
A0AB39ZA42	1	U-01	suzukii	D. suzukii
A0AB39ZA44	1	U-01	suzukii	D. suzukii
A0AB39ZA51	2	U-02	suzukii	D. suzukii
A0AB39ZA67	2	U-02	suzukii	D. suzukii
A0AB39ZA71	2	U-02	suzukii	D. suzukii
A0AB39ZA72	1	U-01	suzukii	D. suzukii
A0AB39ZA73	1	U-01	suzukii	D. suzukii
A0AB39ZA77	3	U-03	suzukii	D. suzukii
A0AB39ZA78	1	U-01	suzukii	D. suzukii
A0AB39ZA79	1	U-01	suzukii	D. suzukii
A0AB39ZA80	2	U-02	suzukii	D. suzukii
A0AB39ZA82	1	U-01	suzukii	D. suzukii
A0AB39ZA90	1	U-01	suzukii	D. suzukii
A0AB39ZA91	1	U-01	suzukii	D. suzukii
A0AB39ZAA1	1	U-01	suzukii	D. suzukii
A0AB39ZAA5	1	U-01	suzukii	D. suzukii
A0AB39ZAA6	1	U-01	suzukii	D. suzukii
A0AB39ZAA7	1	U-01	suzukii	D. suzukii
A0AB39ZAA8	1	U-01	suzukii	D. suzukii
A0AB39ZAA9	1	U-01	suzukii	D. suzukii
A0AB39ZAB2	3	U-03	suzukii	D. suzukii
A0AB39ZAB4	2	U-02	suzukii	D. suzukii
A0AB39ZAB5	3	U-03	suzukii	D. suzukii
A0AB39ZAC6	2	U-02	suzukii	D. suzukii
A0AB39ZAC7	1	U-01	suzukii	D. suzukii
A0AB39ZAC8	2	U-02	suzukii	D. suzukii
A0AB39ZAC9	3	U-03	suzukii	D. suzukii
A0AB39ZER8	2	U-02	suzukii	D. suzukii
A0AB39ZES5	3	U-03	suzukii	D. suzukii
A0AB39ZES6	2	U-02	suzukii	D. suzukii
A0AB39ZES8	0	unassigned	suzukii	D. suzukii
A0AB39ZET3	1	U-01	suzukii	D. suzukii
A0AB39ZET5	1	U-01	suzukii	D. suzukii
A0AB39ZET8	1	U-01	suzukii	D. suzukii
A0AB39ZEU2	1	U-01	suzukii	D. suzukii
A0AB39ZEU3	1	U-01	suzukii	D. suzukii
A0AB39ZEU9	1	U-01	suzukii	D. suzukii
A0AB39ZEV2	1	U-01	suzukii	D. suzukii
A0AB39ZEV3	1	U-01	suzukii	D. suzukii
A0AB39ZEV4	1	U-01	suzukii	D. suzukii
A0AB39ZEV6	1	U-01	suzukii	D. suzukii
A0AB39ZEV8	1	U-01	suzukii	D. suzukii
A0AB39ZEW1	0	unassigned	suzukii	D. suzukii
A0AB39ZEW3	1	U-01	suzukii	D. suzukii
A0AB39ZEW4	1	U-01	suzukii	D. suzukii
A0AB39ZEW5	1	U-01	suzukii	D. suzukii
A0AB39ZEW7	1	U-01	suzukii	D. suzukii
A0AB39ZEW9	1	U-01	suzukii	D. suzukii
A0AB39ZEX1	1	U-01	suzukii	D. suzukii
A0AB39ZEX2	0	unassigned	suzukii	D. suzukii
A0AB39ZEX3	1	U-01	suzukii	D. suzukii
A0AB39ZEX4	1	U-01	suzukii	D. suzukii
A0AB39ZEX7	1	U-01	suzukii	D. suzukii
A0AB39ZEX8	0	unassigned	suzukii	D. suzukii
A0AB39ZEY4	0	unassigned	suzukii	D. suzukii
A0AB39ZEY7	1	U-01	suzukii	D. suzukii
A0AB39ZEZ4	1	U-01	suzukii	D. suzukii
A0AB39ZWR4	0	unassigned	suzukii	D. suzukii
A0AB39ZWR5	2	U-02	suzukii	D. suzukii
A0AB39ZWS6	1	U-01	suzukii	D. suzukii
A0AB39ZWS9	1	U-01	suzukii	D. suzukii
A0AB39ZWT0	1	U-01	suzukii	D. suzukii
A0AB39ZWT1	1	U-01	suzukii	D. suzukii
A0AB39ZWT2	1	U-01	suzukii	D. suzukii
A0AB39ZWT3	2	U-02	suzukii	D. suzukii
A0AB39ZWT5	1	U-01	suzukii	D. suzukii
A0AB39ZWU0	2	U-02	suzukii	D. suzukii
A0AB39ZWU1	1	U-01	suzukii	D. suzukii
A0AB39ZWU2	1	U-01	suzukii	D. suzukii
A0AB39ZWU5	1	U-01	suzukii	D. suzukii
A0AB39ZWU6	1	U-01	suzukii	D. suzukii
A0AB39ZWU7	2	U-02	suzukii	D. suzukii
A0AB39ZWV0	1	U-01	suzukii	D. suzukii
A0AB39ZWV2	2	U-02	suzukii	D. suzukii
A0AB39ZWV4	1	U-01	suzukii	D. suzukii
A0AB39ZWV5	2	U-02	suzukii	D. suzukii
A0AB39ZWV9	1	U-01	suzukii	D. suzukii
A0AB39ZWW0	3	U-03	suzukii	D. suzukii
A0AB39ZWW1	1	U-01	suzukii	D. suzukii
A0AB39ZWW2	3	U-03	suzukii	D. suzukii
A0AB39ZWW5	1	U-01	suzukii	D. suzukii
A0AB39ZWW6	0	unassigned	suzukii	D. suzukii
A0AB39ZWW9	1	U-01	suzukii	D. suzukii
A0AB39ZWX0	1	U-01	suzukii	D. suzukii
A0AB39ZWX3	1	U-01	suzukii	D. suzukii
A0AB39ZWX6	1	U-01	suzukii	D. suzukii
A0AB39ZWX7	1	U-01	suzukii	D. suzukii
A0AB39ZWY0	1	U-01	suzukii	D. suzukii
A0AB39ZWY3	1	U-01	suzukii	D. suzukii
A0AB39ZWZ4	2	U-02	suzukii	D. suzukii
A0AB39ZWZ5	3	U-03	suzukii	D. suzukii
A0AB39ZWZ7	1	U-01	suzukii	D. suzukii
A0AB39ZWZ8	1	U-01	suzukii	D. suzukii
A0AB39ZX01	1	U-01	suzukii	D. suzukii
A0AB39ZX03	2	U-02	suzukii	D. suzukii
A0AB39ZX04	1	U-01	suzukii	D. suzukii
A0AB39ZX08	1	U-01	suzukii	D. suzukii
A0AB39ZX09	1	U-01	suzukii	D. suzukii
A0AB39ZX13	3	U-03	suzukii	D. suzukii
A0AB39ZX17	3	U-03	suzukii	D. suzukii
A0AB39ZX20	1	U-01	suzukii	D. suzukii
A0AB39ZX23	1	U-01	suzukii	D. suzukii
A0AB39ZX24	2	U-02	suzukii	D. suzukii
A0AB39ZX25	1	U-01	suzukii	D. suzukii
A0AB39ZX26	1	U-01	suzukii	D. suzukii
A0AB39ZX29	2	U-02	suzukii	D. suzukii
A0AB39ZX31	1	U-01	suzukii	D. suzukii
A0AB39ZX33	1	U-01	suzukii	D. suzukii
A0AB39ZX40	1	U-01	suzukii	D. suzukii
A0AB39ZX44	1	U-01	suzukii	D. suzukii
A0AB39ZX45	1	U-01	suzukii	D. suzukii
A0AB40A0C9	1	U-01	suzukii	D. suzukii
A0AB40A0D6	1	U-01	suzukii	D. suzukii
A0AB40A0D7	0	unassigned	suzukii	D. suzukii
A0AB40A0F4	3	U-03	suzukii	D. suzukii
A0AB40A0F5	0	unassigned	suzukii	D. suzukii
A0AB40A0F7	0	unassigned	suzukii	D. suzukii
A0AB40A0G2	2	U-02	suzukii	D. suzukii
A0AB40A0G3	1	U-01	suzukii	D. suzukii
A0AB40A0G9	0	unassigned	suzukii	D. suzukii
A0AB40A0H0	2	U-02	suzukii	D. suzukii
A0AB40A0H1	2	U-02	suzukii	D. suzukii
A0AB40A0H3	0	unassigned	suzukii	D. suzukii
A0AB40A0H5	1	U-01	suzukii	D. suzukii
A0AB40A0I4	1	U-01	suzukii	D. suzukii
A0AB40A0I6	0	unassigned	suzukii	D. suzukii
A0AB40A0I8	1	U-01	suzukii	D. suzukii
A0AB40A0J1	0	unassigned	suzukii	D. suzukii
A0AB40A0J4	0	unassigned	suzukii	D. suzukii
A0AB40A0J6	0	unassigned	suzukii	D. suzukii
A0AB40A0J7	0	unassigned	suzukii	D. suzukii
A0AB40A0J8	0	unassigned	suzukii	D. suzukii
A0AB40A0K0	1	U-01	suzukii	D. suzukii
A0AB40A0K2	0	unassigned	suzukii	D. suzukii
A0AB40A0K5	1	U-01	suzukii	D. suzukii
A0AB40A0L1	1	U-01	suzukii	D. suzukii
A0AB40A0L4	0	unassigned	suzukii	D. suzukii
A0AB40A0L6	0	unassigned	suzukii	D. suzukii
A0AB40A0L7	0	unassigned	suzukii	D. suzukii
A0AB40A0M1	1	U-01	suzukii	D. suzukii
A0AB40A0M3	2	U-02	suzukii	D. suzukii
A0AB40A0M5	1	U-01	suzukii	D. suzukii
A0AB40A0M6	1	U-01	suzukii	D. suzukii
A0AB40A0M7	1	U-01	suzukii	D. suzukii
A0AB40A0M9	2	U-02	suzukii	D. suzukii
A0AB40A0N2	1	U-01	suzukii	D. suzukii
A0AB40A0N3	1	U-01	suzukii	D. suzukii
A0AB40A0N4	2	U-02	suzukii	D. suzukii
A0AB40A0N5	0	unassigned	suzukii	D. suzukii
A0AB40A0N7	0	unassigned	suzukii	D. suzukii
A0AB40A0N8	1	U-01	suzukii	D. suzukii
A0AB40A0P0	1	U-01	suzukii	D. suzukii
A0AB40A0P5	0	unassigned	suzukii	D. suzukii
A0AB40A0P7	1	U-01	suzukii	D. suzukii
A0AB40A0Q0	2	U-02	suzukii	D. suzukii
A0AB40A0Q1	2	U-02	suzukii	D. suzukii
A0AB40A0R0	1	U-01	suzukii	D. suzukii
A0ABM4TRA8	0	unassigned	suzukii	D. suzukii
A0ABM4TRB1	0	unassigned	suzukii	D. suzukii
A0ABM4TRB2	0	unassigned	suzukii	D. suzukii
A0ABM4TRB3	0	unassigned	suzukii	D. suzukii
A0ABM4TRB6	0	unassigned	suzukii	D. suzukii
A0ABM4TRB8	0	unassigned	suzukii	D. suzukii
A0ABM4TRC0	0	unassigned	suzukii	D. suzukii
A0ABM4TRD1	1	U-01	suzukii	D. suzukii
A0ABM4TRD4	0	unassigned	suzukii	D. suzukii
A0ABM4TRD5	1	U-01	suzukii	D. suzukii
A0ABM4TRE8	1	U-01	suzukii	D. suzukii
A0ABM4TRF2	1	U-01	suzukii	D. suzukii
A0ABM4TRF5	2	U-02	suzukii	D. suzukii
A0ABM4TRF6	2	U-02	suzukii	D. suzukii
A0ABM4TRF9	1	U-01	suzukii	D. suzukii
A0ABM4TRG0	0	unassigned	suzukii	D. suzukii
A0ABM4TRG2	1	U-01	suzukii	D. suzukii
A0ABM4TRG6	0	unassigned	suzukii	D. suzukii
A0ABM4TRH4	1	U-01	suzukii	D. suzukii
A0ABM4TRI0	3	U-03	suzukii	D. suzukii
A0ABM4TRI4	1	U-01	suzukii	D. suzukii
A0ABM4TRI6	2	U-02	suzukii	D. suzukii
A0ABM4TRI8	1	U-01	suzukii	D. suzukii
A0ABM4TRI9	1	U-01	suzukii	D. suzukii
A0ABM4TRJ1	2	U-02	suzukii	D. suzukii
A0ABM4TRJ6	1	U-01	suzukii	D. suzukii
A0AB39YW47	2	U-02	suzukii	D. suzukii
A0AB39YW48	1	U-01	suzukii	D. suzukii
A0AB39YW50	1	U-01	suzukii	D. suzukii
A0AB39YW51	0	unassigned	suzukii	D. suzukii
A0AB39YW52	1	U-01	suzukii	D. suzukii
A0AB39YW54	1	U-01	suzukii	D. suzukii
A0AB39YW55	1	U-01	suzukii	D. suzukii
A0AB39YW56	2	U-02	suzukii	D. suzukii
A0AB39YW57	1	U-01	suzukii	D. suzukii
A0AB39YW60	1	U-01	suzukii	D. suzukii
A0AB39YW61	1	U-01	suzukii	D. suzukii
A0AB39YW63	1	U-01	suzukii	D. suzukii
A0AB39YW64	1	U-01	suzukii	D. suzukii
A0AB39YW66	1	U-01	suzukii	D. suzukii
A0AB39YW67	2	U-02	suzukii	D. suzukii
A0AB39YW68	1	U-01	suzukii	D. suzukii
A0AB39YW72	1	U-01	suzukii	D. suzukii
A0AB39YW75	1	U-01	suzukii	D. suzukii
A0AB39YW76	0	unassigned	suzukii	D. suzukii
A0AB39YW77	1	U-01	suzukii	D. suzukii
A0AB39YW78	1	U-01	suzukii	D. suzukii
A0AB39YW79	1	U-01	suzukii	D. suzukii
A0AB39YW80	1	U-01	suzukii	D. suzukii
A0AB39YW81	1	U-01	suzukii	D. suzukii
A0AB39YW82	1	U-01	suzukii	D. suzukii
A0AB39YW84	0	unassigned	suzukii	D. suzukii
A0AB39YW86	1	U-01	suzukii	D. suzukii
A0AB39YW88	1	U-01	suzukii	D. suzukii
A0AB39YW89	1	U-01	suzukii	D. suzukii
A0AB39YW91	1	U-01	suzukii	D. suzukii
A0AB39YW92	1	U-01	suzukii	D. suzukii
A0AB39YW94	3	U-03	suzukii	D. suzukii
A0AB39YW95	1	U-01	suzukii	D. suzukii
A0AB39YW96	1	U-01	suzukii	D. suzukii
A0AB39YW97	1	U-01	suzukii	D. suzukii
A0AB39YW98	1	U-01	suzukii	D. suzukii
A0AB39YW99	1	U-01	suzukii	D. suzukii
A0AB39YWA0	1	U-01	suzukii	D. suzukii
A0AB39YWA4	1	U-01	suzukii	D. suzukii
A0AB39YWA5	1	U-01	suzukii	D. suzukii
A0AB39YWB1	0	unassigned	suzukii	D. suzukii
A0AB39YWB2	1	U-01	suzukii	D. suzukii
A0AB39YWB3	2	U-02	suzukii	D. suzukii
A0AB39YWB4	2	U-02	suzukii	D. suzukii
A0AB39YWB7	1	U-01	suzukii	D. suzukii
A0AB39YWB9	1	U-01	suzukii	D. suzukii
A0AB39YWC1	1	U-01	suzukii	D. suzukii
A0AB39YWC4	1	U-01	suzukii	D. suzukii
A0AB39YWC9	1	U-01	suzukii	D. suzukii
A0AB39YWD1	3	U-03	suzukii	D. suzukii
A0AB39YWD4	1	U-01	suzukii	D. suzukii
A0AB39YWD5	3	U-03	suzukii	D. suzukii
A0AB39YWD6	1	U-01	suzukii	D. suzukii
A0AB39YWD8	3	U-03	suzukii	D. suzukii
A0AB39YWD9	1	U-01	suzukii	D. suzukii
A0AB39YWE3	3	U-03	suzukii	D. suzukii
A0AB39YWE5	1	U-01	suzukii	D. suzukii
A0AB39YWE7	1	U-01	suzukii	D. suzukii
A0AB39YWE8	1	U-01	suzukii	D. suzukii
A0AB39YWE9	1	U-01	suzukii	D. suzukii
A0AB39YWF1	1	U-01	suzukii	D. suzukii
A0AB39YWF2	2	U-02	suzukii	D. suzukii
A0AB39YWF3	1	U-01	suzukii	D. suzukii
A0AB39YWF7	0	unassigned	suzukii	D. suzukii
A0AB39YWF8	1	U-01	suzukii	D. suzukii
A0AB39YWF9	1	U-01	suzukii	D. suzukii
A0AB39YWG2	1	U-01	suzukii	D. suzukii
A0AB39YWG3	1	U-01	suzukii	D. suzukii
A0AB39YWG4	3	U-03	suzukii	D. suzukii
A0AB39YWG5	1	U-01	suzukii	D. suzukii
A0AB39YWG7	1	U-01	suzukii	D. suzukii
A0AB39YWG8	1	U-01	suzukii	D. suzukii
A0AB39YWG9	1	U-01	suzukii	D. suzukii
A0AB39YWH3	1	U-01	suzukii	D. suzukii
A0AB39ZI61	1	U-01	suzukii	D. suzukii
A0AB39ZI63	1	U-01	suzukii	D. suzukii
A0AB39ZI64	1	U-01	suzukii	D. suzukii
A0AB39ZI65	3	U-03	suzukii	D. suzukii
A0AB39ZI66	3	U-03	suzukii	D. suzukii
A0AB39ZI69	1	U-01	suzukii	D. suzukii
A0AB39ZI70	2	U-02	suzukii	D. suzukii
A0AB39ZI71	3	U-03	suzukii	D. suzukii
A0AB39ZI72	1	U-01	suzukii	D. suzukii
A0AB39ZI73	2	U-02	suzukii	D. suzukii
A0AB39ZI74	1	U-01	suzukii	D. suzukii
A0AB39ZKK3	1	U-01	suzukii	D. suzukii
A0AB39ZKK4	1	U-01	suzukii	D. suzukii
A0AB39ZKK5	0	unassigned	suzukii	D. suzukii
A0AB39ZKL3	1	U-01	suzukii	D. suzukii
A0AB39ZKL4	1	U-01	suzukii	D. suzukii
A0AB39ZKL5	1	U-01	suzukii	D. suzukii
A0AB39ZKL7	1	U-01	suzukii	D. suzukii
A0AB39ZKL8	1	U-01	suzukii	D. suzukii
A0AB39ZKM5	1	U-01	suzukii	D. suzukii
A0AB39ZKM6	1	U-01	suzukii	D. suzukii
A0AB39ZKM9	1	U-01	suzukii	D. suzukii
A0AB39ZKN0	1	U-01	suzukii	D. suzukii
A0AB39ZKN1	1	U-01	suzukii	D. suzukii
A0AB39ZKN4	1	U-01	suzukii	D. suzukii
A0AB39ZKN7	3	U-03	suzukii	D. suzukii
A0AB39ZKN9	1	U-01	suzukii	D. suzukii
A0AB39ZKP1	1	U-01	suzukii	D. suzukii
A0AB39ZKP2	1	U-01	suzukii	D. suzukii
A0AB39ZKP5	1	U-01	suzukii	D. suzukii
A0AB39ZKP9	1	U-01	suzukii	D. suzukii
A0AB39ZKQ0	0	unassigned	suzukii	D. suzukii
A0AB39ZKQ5	1	U-01	suzukii	D. suzukii
A0AB39ZKQ7	2	U-02	suzukii	D. suzukii
A0AB39ZKR2	0	unassigned	suzukii	D. suzukii
A0AB39ZKR3	1	U-01	suzukii	D. suzukii
A0AB39ZKR5	1	U-01	suzukii	D. suzukii
A0AB39ZKR7	1	U-01	suzukii	D. suzukii
A0AB39ZKR8	1	U-01	suzukii	D. suzukii
A0AB39ZKR9	1	U-01	suzukii	D. suzukii
A0AB39ZKS0	1	U-01	suzukii	D. suzukii
A0AB39ZKS1	0	unassigned	suzukii	D. suzukii
A0AB39ZKS3	1	U-01	suzukii	D. suzukii
A0AB39ZKS6	1	U-01	suzukii	D. suzukii
A0AB39ZKS9	0	unassigned	suzukii	D. suzukii
A0AB39ZKT1	1	U-01	suzukii	D. suzukii
A0AB39ZKT2	1	U-01	suzukii	D. suzukii
A0AB39ZKT5	1	U-01	suzukii	D. suzukii
A0AB39ZKT8	0	unassigned	suzukii	D. suzukii
A0AB39ZKU0	1	U-01	suzukii	D. suzukii
A0AB39ZKU1	1	U-01	suzukii	D. suzukii
A0AB39ZKU2	0	unassigned	suzukii	D. suzukii
A0AB39ZKU3	1	U-01	suzukii	D. suzukii
A0AB39ZKU4	1	U-01	suzukii	D. suzukii
A0AB39ZKU5	1	U-01	suzukii	D. suzukii
A0AB39ZKU7	1	U-01	suzukii	D. suzukii
A0AB39ZKV2	1	U-01	suzukii	D. suzukii
A0AB39ZKV8	2	U-02	suzukii	D. suzukii
A0AB39ZKV9	0	unassigned	suzukii	D. suzukii
A0AB39ZKW0	1	U-01	suzukii	D. suzukii
A0AB39ZKW2	1	U-01	suzukii	D. suzukii
A0AB39ZKW3	3	U-03	suzukii	D. suzukii
A0AB39ZKW8	1	U-01	suzukii	D. suzukii
A0AB39ZKX0	0	unassigned	suzukii	D. suzukii
A0AB39ZKX1	1	U-01	suzukii	D. suzukii
A0AB39ZKX2	0	unassigned	suzukii	D. suzukii
A0AB39ZKX6	1	U-01	suzukii	D. suzukii
A0AB39ZKY0	1	U-01	suzukii	D. suzukii
A0AB39ZKY1	0	unassigned	suzukii	D. suzukii
A0AB39ZKY3	2	U-02	suzukii	D. suzukii
A0AB39ZKY5	2	U-02	suzukii	D. suzukii
A0AB39ZKY7	2	U-02	suzukii	D. suzukii
A0AB39ZKY8	1	U-01	suzukii	D. suzukii
A0AB39ZKZ5	1	U-01	suzukii	D. suzukii
A0AB39ZKZ7	2	U-02	suzukii	D. suzukii
A0AB39ZL00	0	unassigned	suzukii	D. suzukii
A0AB39ZL01	1	U-01	suzukii	D. suzukii
A0AB39ZL02	1	U-01	suzukii	D. suzukii
A0AB39ZL03	2	U-02	suzukii	D. suzukii
A0AB39ZL05	1	U-01	suzukii	D. suzukii
A0AB39ZL08	0	unassigned	suzukii	D. suzukii
A0AB39ZL09	1	U-01	suzukii	D. suzukii
A0AB39ZL10	2	U-02	suzukii	D. suzukii
A0AB39ZL11	0	unassigned	suzukii	D. suzukii
A0AB39ZL13	1	U-01	suzukii	D. suzukii
A0AB39ZL14	1	U-01	suzukii	D. suzukii
A0AB39ZL15	2	U-02	suzukii	D. suzukii
