id	cluster_id	cluster_name	select	label
XP_014270838.1	1	U-01	halys	H. halys
XP_014270839.1	1	U-01	halys	H. halys
XP_024216939.1	3	U-03	halys	H. halys
XP_024216948.2	1	U-01	halys	H. halys
XP_024216949.1	2	U-02	halys	H. halys
XP_024216962.2	1	U-01	halys	H. halys
XP_024216965.2	2	U-02	halys	H. halys
XP_024216975.1	1	U-01	halys	H. halys
XP_024216976.1	1	U-01	halys	H. halys
XP_024216977.1	1	U-01	halys	H. halys
XP_024216981.2	1	U-01	halys	H. halys
XP_024216982.2	1	U-01	halys	H. halys
XP_024216986.1	0	unassigned	halys	H. halys
XP_024216999.2	4	U-04	halys	H. halys
XP_024217007.2	3	U-03	halys	H. halys
XP_024217010.1	1	U-01	halys	H. halys
XP_024217013.1	2	U-02	halys	H. halys
XP_024217014.1	1	U-01	halys	H. halys
XP_024217023.2	2	U-02	halys	H. halys
XP_024217024.1	1	U-01	halys	H. halys
XP_024217026.1	1	U-01	halys	H. halys
XP_024217039.1	1	U-01	halys	H. halys
XP_024217056.1	1	U-01	halys	H. halys
XP_024217076.2	1	U-01	halys	H. halys
XP_024217087.1	1	U-01	halys	H. halys
XP_024217091.1	3	U-03	halys	H. halys
XP_024217094.1	3	U-03	halys	H. halys
XP_024217099.1	1	U-01	halys	H. halys
XP_024217111.1	1	U-01	halys	H. halys
XP_024217112.1	1	U-01	halys	H. halys
XP_024217113.1	0	unassigned	halys	H. halys
XP_024217116.1	1	U-01	halys	H. halys
XP_024217134.1	3	U-03	halys	H. halys
XP_024217172.1	1	U-01	halys	H. halys
XP_024217189.1	1	U-01	halys	H. halys
XP_024217190.1	1	U-01	halys	H. halys
XP_024217192.1	1	U-01	halys	H. halys
XP_024217194.1	1	U-01	halys	H. halys
XP_024217195.1	1	U-01	halys	H. halys
XP_024217196.1	1	U-01	halys	H. halys
XP_024217203.1	2	U-02	halys	H. halys
XP_024217209.1	1	U-01	halys	H. halys
XP_024217212.1	1	U-01	halys	H. halys
XP_024217213.1	1	U-01	halys	H. halys
XP_024217217.2	4	U-04	halys	H. halys
XP_024217218.2	1	U-01	halys	H. halys
XP_024217224.2	0	unassigned	halys	H. halys
XP_024217227.1	1	U-01	halys	H. halys
XP_024217232.2	3	U-03	halys	H. halys
XP_024217247.1	3	U-03	halys	H. halys
XP_024217271.2	1	U-01	halys	H. halys
XP_024217277.1	1	U-01	halys	H. halys
XP_024217278.2	1	U-01	halys	H. halys
XP_024217300.1	1	U-01	halys	H. halys
XP_024217303.1	1	U-01	halys	H. halys
XP_024217324.1	2	U-02	halys	H. halys
XP_024217341.2	0	unassigned	halys	H. halys
XP_024217361.1	1	U-01	halys	H. halys
XP_024217363.1	1	U-01	halys	H. halys
XP_024217364.1	1	U-01	halys	H. halys
XP_024217365.1	1	U-01	halys	H. halys
XP_024217366.1	2	U-02	halys	H. halys
XP_024217370.1	1	U-01	halys	H. halys
XP_024217392.2	2	U-02	halys	H. halys
XP_024217396.1	4	U-04	halys	H. halys
XP_024217400.2	1	U-01	halys	H. halys
XP_024217402.2	1	U-01	halys	H. halys
XP_024217406.1	1	U-01	halys	H. halys
XP_024217407.1	1	U-01	halys	H. halys
XP_024217410.1	1	U-01	halys	H. halys
XP_024217412.1	1	U-01	halys	H. halys
XP_024217422.1	1	U-01	halys	H. halys
XP_066901237.1	3	U-03	halys	H. halys
XP_066901238.1	2	U-02	halys	H. halys
XP_066901239.1	1	U-01	halys	H. halys
XP_066901240.1	2	U-02	halys	H. halys
XP_066901241.1	1	U-01	halys	H. halys
XP_066901242.1	2	U-02	halys	H. halys
XP_066901243.1	2	U-02	halys	H. halys
XP_066901244.1	1	U-01	halys	H. halys
XP_066901246.1	1	U-01	halys	H. halys
XP_066901250.1	1	U-01	halys	H. halys
XP_066901251.1	1	U-01	halys	H. halys
XP_066901252.1	0	unassigned	halys	H. halys
XP_066901253.1	1	U-01	halys	H. halys
XP_066901254.1	3	U-03	halys	H. halys
XP_066901255.1	3	U-03	halys	H. halys
XP_066901256.1	2	U-02	halys	H. halys
XP_066901257.1	0	unassigned	halys	H. halys
XP_066901258.1	4	U-04	halys	H. halys
XP_066901259.1	3	U-03	halys	H. halys
XP_066901260.1	1	U-01	halys	H. halys
XP_066901261.1	3	U-03	halys	H. halys
XP_066901263.1	1	U-01	halys	H. halys
XP_066901265.1	1	U-01	halys	H. halys
XP_066901266.1	1	U-01	halys	H. halys
XP_066901267.1	1	U-01	halys	H. halys
XP_066901268.1	1	U-01	halys	H. halys
XP_066901270.1	2	U-02	halys	H. halys
XP_066901271.1	1	U-01	halys	H. halys
XP_066901276.1	1	U-01	halys	H. halys
XP_066901278.1	1	U-01	halys	H. halys
XP_066909656.1	2	U-02	halys	H. halys
XP_066909657.1	1	U-01	halys	H. halys
XP_066909658.1	3	U-03	halys	H. halys
XP_066909659.1	4	U-04	halys	H. halys
XP_066909660.1	2	U-02	halys	H. halys
XP_066909661.1	2	U-02	halys	H. halys
XP_066909662.1	2	U-02	halys	H. halys
XP_066909663.1	2	U-02	halys	H. halys
XP_066909664.1	1	U-01	halys	H. halys
XP_066909667.1	1	U-01	halys	H. halys
XP_066909668.1	1	U-01	halys	H. halys
XP_066909669.1	1	U-01	halys	H. halys
XP_066909670.1	1	U-01	halys	H. halys
XP_066909671.1	1	U-01	halys	H. halys
XP_066909672.1	1	U-01	halys	H. halys
XP_066909673.1	0	unassigned	halys	H. halys
XP_066909675.1	1	U-01	halys	H. halys
XP_066909678.1	1	U-01	halys	H. halys
XP_066909679.1	1	U-01	halys	H. halys
XP_066909680.1	1	U-01	halys	H. halys
XP_066909682.1	1	U-01	halys	H. halys
XP_066909683.1	1	U-01	halys	H. halys
XP_066909686.1	1	U-01	halys	H. halys
XP_066909688.1	1	U-01	halys	H. halys
XP_066909690.1	1	U-01	halys	H. halys
XP_066909691.1	1	U-01	halys	H. halys
XP_066909692.1	1	U-01	halys	H. halys
XP_066909693.1	1	U-01	halys	H. halys
XP_066909694.1	1	U-01	halys	H. halys
XP_066909695.1	4	U-04	halys	H. halys
XP_066909696.1	1	U-01	halys	H. halys
XP_066909697.1	3	U-03	halys	H. halys
XP_066909698.1	3	U-03	halys	H. halys
XP_066909699.1	1	U-01	halys	H. halys
XP_066909700.1	1	U-01	halys	H. halys
XP_066909701.1	3	U-03	halys	H. halys
XP_066909702.1	3	U-03	halys	H. halys
XP_066909703.1	0	unassigned	halys	H. halys
XP_066909704.1	1	U-01	halys	H. halys
XP_066909705.1	1	U-01	halys	H. halys
XP_066909706.1	3	U-03	halys	H. halys
XP_066909710.1	1	U-01	halys	H. halys
XP_066909711.1	3	U-03	halys	H. halys
XP_066909712.1	1	U-01	halys	H. halys
XP_066909713.1	0	unassigned	halys	H. halys
XP_066909714.1	1	U-01	halys	H. halys
XP_066909715.1	3	U-03	halys	H. halys
XP_066909716.1	3	U-03	halys	H. halys
XP_066909718.1	1	U-01	halys	H. halys
XP_066909719.1	3	U-03	halys	H. halys
XP_066909720.1	0	unassigned	halys	H. halys
XP_066909721.1	4	U-04	halys	H. halys
XP_066909722.1	3	U-03	halys	H. halys
XP_066909725.1	1	U-01	halys	H. halys
XP_066909726.1	1	U-01	halys	H. halys
XP_066909727.1	1	U-01	halys	H. halys
XP_066909728.1	2	U-02	halys	H. halys
XP_066909729.1	2	U-02	halys	H. halys
XP_066909730.1	4	U-04	halys	H. halys
XP_066909731.1	4	U-04	halys	H. halys
XP_066909732.1	2	U-02	halys	H. halys
XP_066909733.1	4	U-04	halys	H. halys
XP_066909734.1	1	U-01	halys	H. halys
XP_066909735.1	0	unassigned	halys	H. halys
XP_066909736.1	0	unassigned	halys	H. halys
XP_014273335.1	0	unassigned	halys	H. halys
XP_014273338.1	1	U-01	halys	H. halys
XP_014273339.1	1	U-01	halys	H. halys
XP_014273341.1	1	U-01	halys	H. halys
XP_014273345.2	2	U-02	halys	H. halys
XP_014273353.1	1	U-01	halys	H. halys
XP_014273354.1	0	unassigned	halys	H. halys
XP_014273355.1	1	U-01	halys	H. halys
XP_014273356.1	1	U-01	halys	H. halys
XP_014273358.1	1	U-01	halys	H. halys
XP_014273361.1	1	U-01	halys	H. halys
XP_014273362.1	1	U-01	halys	H. halys
XP_014273363.1	1	U-01	halys	H. halys
XP_014273368.2	2	U-02	halys	H. halys
XP_014273376.1	1	U-01	halys	H. halys
XP_014273377.1	1	U-01	halys	H. halys
XP_014273378.1	1	U-01	halys	H. halys
XP_014273380.1	1	U-01	halys	H. halys
XP_014273381.1	1	U-01	halys	H. halys
XP_014273384.1	3	U-03	halys	H. halys
XP_014273387.1	3	U-03	halys	H. halys
XP_014273388.1	1	U-01	halys	H. halys
XP_014273390.1	1	U-01	halys	H. halys
XP_014273392.1	2	U-02	halys	H. halys
XP_014273393.1	1	U-01	halys	H. halys
XP_014273394.1	1	U-01	halys	H. halys
XP_014273396.1	1	U-01	halys	H. halys
XP_014273397.1	1	U-01	halys	H. halys
XP_014273402.1	3	U-03	halys	H. halys
XP_014273403.1	4	U-04	halys	H. halys
XP_014273405.2	4	U-04	halys	H. halys
XP_014273407.3	0	unassigned	halys	H. halys
XP_014273412.1	2	U-02	halys	H. halys
XP_014273413.1	1	U-01	halys	H. halys
XP_014273414.1	1	U-01	halys	H. halys
XP_014289088.1	3	U-03	halys	H. halys
XP_014289096.1	1	U-01	halys	H. halys
XP_014289097.1	0	unassigned	halys	H. halys
XP_014289098.1	0	unassigned	halys	H. halys
XP_014289100.1	0	unassigned	halys	H. halys
XP_014289104.1	0	unassigned	halys	H. halys
XP_014289105.1	0	unassigned	halys	H. halys
XP_014289106.1	0	unassigned	halys	H. halys
XP_014289107.1	0	unassigned	halys	H. halys
XP_014289108.1	3	U-03	halys	H. halys
XP_014289109.1	0	unassigned	halys	H. halys
XP_014289112.1	1	U-01	halys	H. halys
XP_014289113.1	1	U-01	halys	H. halys
XP_014289115.1	2	U-02	halys	H. halys
XP_014289116.1	3	U-03	halys	H. halys
XP_014289120.1	1	U-01	halys	H. halys
XP_014289121.1	1	U-01	halys	H. halys
XP_014289122.1	1	U-01	halys	H. halys
XP_014289123.2	1	U-01	halys	H. halys
XP_014289125.1	1	U-01	halys	H. halys
XP_014289126.1	1	U-01	halys	H. halys
XP_014289130.1	0	unassigned	halys	H. halys
XP_014289131.2	2	U-02	halys	H. halys
XP_014289134.1	0	unassigned	halys	H. halys
XP_014289139.1	0	unassigned	halys	H. halys
XP_014289142.1	1	U-01	halys	H. halys
XP_014289148.1	1	U-01	halys	H. halys
XP_014289151.1	2	U-02	halys	H. halys
XP_014289152.1	2	U-02	halys	H. halys
XP_014289155.1	2	U-02	halys	H. halys
XP_014289156.1	2	U-02	halys	H. halys
XP_014289157.1	2	U-02	halys	H. halys
XP_014289160.1	1	U-01	halys	H. halys
XP_014289162.1	1	U-01	halys	H. halys
XP_014289164.1	2	U-02	halys	H. halys
XP_014289167.2	2	U-02	halys	H. halys
XP_014289168.1	0	unassigned	halys	H. halys
XP_014289169.1	0	unassigned	halys	H. halys
XP_014289170.1	1	U-01	halys	H. halys
XP_014289171.1	2	U-02	halys	H. halys
XP_014289175.1	1	U-01	halys	H. halys
XP_014289176.1	1	U-01	halys	H. halys
XP_014289181.1	3	U-03	halys	H. halys
XP_014289182.1	1	U-01	halys	H. halys
XP_014289183.1	1	U-01	halys	H. halys
XP_014290617.1	1	U-01	halys	H. halys
XP_014290619.1	1	U-01	halys	H. halys
XP_014290623.1	1	U-01	halys	H. halys
XP_014290624.1	1	U-01	halys	H. halys
XP_014290626.1	1	U-01	halys	H. halys
XP_014290627.1	1	U-01	halys	H. halys
XP_014290629.1	1	U-01	halys	H. halys
XP_014290630.1	1	U-01	halys	H. halys
XP_014290632.1	1	U-01	halys	H. halys
XP_014290633.1	1	U-01	halys	H. halys
XP_014290636.1	1	U-01	halys	H. halys
XP_014290637.1	0	unassigned	halys	H. halys
XP_014290639.1	1	U-01	halys	H. halys
XP_014290641.1	1	U-01	halys	H. halys
XP_014290642.1	1	U-01	halys	H. halys
XP_014290643.1	0	unassigned	halys	H. halys
XP_014290649.1	3	U-03	halys	H. halys
XP_014290650.1	0	unassigned	halys	H. halys
XP_014290652.1	1	U-01	halys	H. halys
XP_014290653.1	0	unassigned	halys	H. halys
XP_014290658.1	0	unassigned	halys	H. halys
XP_014290659.1	1	U-01	halys	H. halys
XP_014290664.2	1	U-01	halys	H. halys
XP_014290665.1	1	U-01	halys	H. halys
XP_014290666.1	1	U-01	halys	H. halys
XP_014290668.1	1	U-01	halys	H. halys
XP_014290671.1	1	U-01	halys	H. halys
XP_014290672.1	1	U-01	halys	H. halys
XP_014290673.1	1	U-01	halys	H. halys
XP_014290674.1	1	U-01	halys	H. halys
XP_014290675.2	1	U-01	halys	H. halys
XP_014290677.1	1	U-01	halys	H. halys
XP_014290678.1	1	U-01	halys	H. halys
XP_014290679.1	1	U-01	halys	H. halys
XP_014290680.1	1	U-01	halys	H. halys
XP_014290684.1	3	U-03	halys	H. halys
XP_014290688.1	1	U-01	halys	H. halys
XP_014290689.1	1	U-01	halys	H. halys
XP_014290690.1	0	unassigned	halys	H. halys
XP_014290691.1	0	unassigned	halys	H. halys
XP_014290692.1	0	unassigned	halys	H. halys
XP_014290693.1	0	unassigned	halys	H. halys
XP_014290694.1	3	U-03	halys	H. halys
XP_014290695.1	0	unassigned	halys	H. halys
XP_014290696.1	0	unassigned	halys	H. halys
XP_014290697.1	0	unassigned	halys	H. halys
XP_014290698.1	0	unassigned	halys	H. halys
XP_014290699.1	0	unassigned	halys	H. halys
XP_014290700.1	1	U-01	halys	H. halys
XP_014290701.1	1	U-01	halys	H. halys
XP_014290702.1	1	U-01	halys	H. halys
XP_014290703.1	1	U-01	halys	H. halys
XP_014290704.1	1	U-01	halys	H. halys
XP_014290705.1	1	U-01	halys	H. halys
XP_014290708.1	1	U-01	halys	H. halys
XP_066906230.1	3	U-03	halys	H. halys
XP_066906231.1	1	U-01	halys	H. halys
XP_066906234.1	3	U-03	halys	H. halys
XP_066906236.1	3	U-03	halys	H. halys
XP_066906938.1	2	U-02	halys	H. halys
XP_066906939.1	1	U-01	halys	H. halys
XP_066906940.1	1	U-01	halys	H. halys
XP_066906945.1	1	U-01	halys	H. halys
XP_066906946.1	1	U-01	halys	H. halys
XP_066906947.1	1	U-01	halys	H. halys
XP_066906948.1	3	U-03	halys	H. halys
XP_066906949.1	3	U-03	halys	H. halys
XP_066906950.1	3	U-03	halys	H. halys
XP_066906951.1	2	U-02	halys	H. halys
XP_066906953.1	3	U-03	halys	H. halys
XP_066906954.1	1	U-01	halys	H. halys
XP_066906955.1	1	U-01	halys	H. halys
XP_066906956.1	1	U-01	halys	H. halys
XP_066906957.1	1	U-01	halys	H. halys
XP_066906958.1	1	U-01	halys	H. halys
XP_066906959.1	1	U-01	halys	H. halys
XP_066906960.1	1	U-01	halys	H. halys
XP_066906961.1	1	U-01	halys	H. halys
XP_066906962.1	1	U-01	halys	H. halys
XP_066906963.1	1	U-01	halys	H. halys
XP_066906964.1	1	U-01	halys	H. halys
XP_066906965.1	1	U-01	halys	H. halys
XP_066906966.1	1	U-01	halys	H. halys
XP_066906967.1	1	U-01	halys	H. halys
XP_066906968.1	1	U-01	halys	H. halys
XP_066906969.1	2	U-02	halys	H. halys
XP_066906970.1	1	U-01	halys	H. halys
XP_066906971.1	1	U-01	halys	H. halys
XP_066906975.1	1	U-01	halys	H. halys
XP_066906976.1	1	U-01	halys	H. halys
XP_066906977.1	1	U-01	halys	H. halys
XP_066906978.1	1	U-01	halys	H. halys
XP_066906980.1	1	U-01	halys	H. halys
XP_066906981.1	3	U-03	halys	H. halys
XP_066906983.1	1	U-01	halys	H. halys
XP_066906985.1	1	U-01	halys	H. halys
XP_066906986.1	1	U-01	halys	H. halys
XP_066906989.1	1	U-01	halys	H. halys
XP_066906990.1	1	U-01	halys	H. halys
XP_066906993.1	2	U-02	halys	H. halys
XP_066906994.1	1	U-01	halys	H. halys
XP_066906995.1	2	U-02	halys	H. halys
XP_066906996.1	1	U-01	halys	H. halys
XP_066906997.1	0	unassigned	halys	H. halys
XP_066906998.1	4	U-04	halys	H. halys
XP_066906999.1	4	U-04	halys	H. halys
XP_066907000.1	1	U-01	halys	H. halys
XP_066907001.1	1	U-01	halys	H. halys
XP_066907002.1	1	U-01	halys	H. halys
XP_066907003.1	1	U-01	halys	H. halys
XP_066907004.1	1	U-01	halys	H. halys
XP_066907005.1	3	U-03	halys	H. halys
XP_066907006.1	2	U-02	halys	H. halys
XP_066907007.1	1	U-01	halys	H. halys
XP_066907011.1	1	U-01	halys	H. halys
XP_066907012.1	1	U-01	halys	H. halys
XP_066907013.1	1	U-01	halys	H. halys
XP_066907014.1	4	U-04	halys	H. halys
XP_066907017.1	2	U-02	halys	H. halys
XP_066907018.1	2	U-02	halys	H. halys
XP_066907019.1	2	U-02	halys	H. halys
XP_066907020.1	1	U-01	halys	H. halys
XP_066907022.1	1	U-01	halys	H. halys
XP_066907023.1	1	U-01	halys	H. halys
XP_066907024.1	0	unassigned	halys	H. halys
XP_066907025.1	1	U-01	halys	H. halys
XP_066907026.1	1	U-01	halys	H. halys
XP_066907027.1	2	U-02	halys	H. halys
XP_066907028.1	1	U-01	halys	H. halys
XP_066907029.1	2	U-02	halys	H. halys
XP_066907030.1	1	U-01	halys	H. halys
XP_066907032.1	1	U-01	halys	H. halys
XP_066907033.1	1	U-01	halys	H. halys
XP_066907034.1	1	U-01	halys	H. halys
XP_066907035.1	1	U-01	halys	H. halys
XP_066908038.1	1	U-01	halys	H. halys
XP_066908039.1	1	U-01	halys	H. halys
XP_066908040.1	2	U-02	halys	H. halys
XP_066908041.1	1	U-01	halys	H. halys
XP_066908042.1	3	U-03	halys	H. halys
XP_066908043.1	3	U-03	halys	H. halys
XP_066908044.1	3	U-03	halys	H. halys
XP_066908045.1	3	U-03	halys	H. halys
XP_066908047.1	3	U-03	halys	H. halys
XP_066908048.1	3	U-03	halys	H. halys
XP_066908049.1	3	U-03	halys	H. halys
XP_066908050.1	3	U-03	halys	H. halys
XP_066908051.1	3	U-03	halys	H. halys
XP_066908052.1	3	U-03	halys	H. halys
XP_066908053.1	3	U-03	halys	H. halys
XP_066908054.1	2	U-02	halys	H. halys
XP_066908055.1	1	U-01	halys	H. halys
XP_066908056.1	1	U-01	halys	H. halys
XP_066908057.1	1	U-01	halys	H. halys
XP_066908058.1	1	U-01	halys	H. halys
XP_014289590.1	1	U-01	halys	H. halys
XP_014289594.1	1	U-01	halys	H. halys
XP_014289595.1	1	U-01	halys	H. halys
XP_014289596.1	1	U-01	halys	H. halys
XP_014289597.1	1	U-01	halys	H. halys
XP_014289598.1	1	U-01	halys	H. halys
XP_014289599.1	1	U-01	halys	H. halys
XP_014289603.1	1	U-01	halys	H. halys
XP_014289605.1	1	U-01	halys	H. halys
XP_014289606.1	2	U-02	halys	H. halys
XP_014289609.1	1	U-01	halys	H. halys
XP_014289610.1	1	U-01	halys	H. halys
XP_014289612.1	1	U-01	halys	H. halys
XP_014289618.1	1	U-01	halys	H. halys
XP_014289620.1	1	U-01	halys	H. halys
XP_014289621.1	1	U-01	halys	H. halys
XP_014289622.1	1	U-01	halys	H. halys
XP_014289624.1	1	U-01	halys	H. halys
XP_014289626.1	1	U-01	halys	H. halys
XP_014289627.1	1	U-01	halys	H. halys
XP_014289628.1	2	U-02	halys	H. halys
XP_014289629.1	1	U-01	halys	H. halys
XP_014289631.2	1	U-01	halys	H. halys
XP_014289632.2	1	U-01	halys	H. halys
XP_014289633.1	1	U-01	halys	H. halys
XP_014289636.1	1	U-01	halys	H. halys
XP_014289639.1	0	unassigned	halys	H. halys
XP_014289640.1	1	U-01	halys	H. halys
XP_014289641.1	1	U-01	halys	H. halys
XP_014289642.1	1	U-01	halys	H. halys
XP_014289644.1	2	U-02	halys	H. halys
XP_014289645.1	1	U-01	halys	H. halys
XP_014289646.1	1	U-01	halys	H. halys
XP_014289648.1	1	U-01	halys	H. halys
XP_014289649.1	2	U-02	halys	H. halys
XP_014289654.1	4	U-04	halys	H. halys
XP_014289655.1	4	U-04	halys	H. halys
XP_014289656.1	4	U-04	halys	H. halys
XP_014291211.1	1	U-01	halys	H. halys
XP_014291212.2	1	U-01	halys	H. halys
XP_014291213.1	1	U-01	halys	H. halys
XP_014291215.2	1	U-01	halys	H. halys
XP_014291216.1	1	U-01	halys	H. halys
XP_014291217.1	2	U-02	halys	H. halys
XP_014291219.1	1	U-01	halys	H. halys
XP_014291220.1	1	U-01	halys	H. halys
XP_014291223.1	1	U-01	halys	H. halys
XP_014291225.1	1	U-01	halys	H. halys
XP_014291228.1	3	U-03	halys	H. halys
XP_014291229.1	1	U-01	halys	H. halys
XP_014291233.1	2	U-02	halys	H. halys
XP_014291236.1	1	U-01	halys	H. halys
XP_014291239.1	2	U-02	halys	H. halys
XP_014291241.1	1	U-01	halys	H. halys
XP_014291245.1	1	U-01	halys	H. halys
XP_014291248.1	2	U-02	halys	H. halys
XP_014291249.1	1	U-01	halys	H. halys
XP_014291250.1	1	U-01	halys	H. halys
XP_014291251.1	4	U-04	halys	H. halys
XP_014291252.1	1	U-01	halys	H. halys
XP_014291253.1	1	U-01	halys	H. halys
XP_014291254.1	1	U-01	halys	H. halys
XP_014291255.1	1	U-01	halys	H. halys
XP_014291257.2	1	U-01	halys	H. halys
XP_014291258.1	4	U-04	halys	H. halys
XP_014291259.3	3	U-03	halys	H. halys
XP_014291260.1	2	U-02	halys	H. halys
XP_014291261.2	3	U-03	halys	H. halys
XP_014291264.1	1	U-01	halys	H. halys
XP_014291265.1	0	unassigned	halys	H. halys
XP_014291266.1	0	unassigned	halys	H. halys
XP_014291279.1	2	U-02	halys	H. halys
XP_014291285.2	1	U-01	halys	H. halys
XP_014291286.1	1	U-01	halys	H. halys
XP_014291289.1	3	U-03	halys	H. halys
XP_014291290.3	3	U-03	halys	H. halys
XP_014291291.1	1	U-01	halys	H. halys
XP_014291292.1	1	U-01	halys	H. halys
XP_014291293.1	1	U-01	halys	H. halys
XP_014291304.1	1	U-01	halys	H. halys
XP_014291305.1	1	U-01	halys	H. halys
XP_014291306.1	1	U-01	halys	H. halys
XP_014291307.1	1	U-01	halys	H. halys
XP_014291310.1	1	U-01	halys	H. halys
XP_014291311.3	1	U-01	halys	H. halys
XP_014291314.1	1	U-01	halys	H. halys
XP_014291315.1	1	U-01	halys	H. halys
XP_014291317.1	1	U-01	halys	H. halys
XP_014291319.1	4	U-04	halys	H. halys
XP_014291324.1	2	U-02	halys	H. halys
XP_014291325.1	0	unassigned	halys	H. halys
XP_014291326.1	0	unassigned	halys	H. halys
XP_014291327.1	0	unassigned	halys	H. halys
XP_014291328.1	0	unassigned	halys	H. halys
XP_014291329.1	1	U-01	halys	H. halys
XP_014291330.1	1	U-01	halys	H. halys
XP_014291343.1	1	U-01	halys	H. halys
XP_014291344.1	1	U-01	halys	H. halys
XP_014291348.1	1	U-01	halys	H. halys
XP_014291356.1	3	U-03	halys	H. halys
XP_066908322.1	1	U-01	halys	H. halys
XP_066908325.1	3	U-03	halys	H. halys
XP_066908328.1	3	U-03	halys	H. halys
XP_066908329.1	1	U-01	halys	H. halys
